srcip,sport,dstip,dsport,proto,state,dur,sbytes,dbytes,sttl,dttl,sloss,dloss,service,Sload,Dload,Spkts,Dpkts,swin,dwin,stcpb,dtcpb,smeansz,dmeansz,trans_depth,res_bdy_len,Sjit,Djit,Stime,Ltime,Sintpkt,Dintpkt,tcprtt,synack,ackdat,is_sm_ips_ports,ct_state_ttl,ct_flw_http_mthd,is_ftp_login,ct_ftp_cmd,ct_srv_src,ct_srv_dst,ct_dst_ltm,ct_src_ltm,ct_src_dport_ltm,ct_dst_sport_ltm,ct_dst_src_ltm,attack_cat,Label
73.170.9.104,39645,161.32.242.212,22,tcp,ECO,27.29715,214600,89694,255,29,155,146,ftp,7861.6266,3285.8375,185,151,255,0,1929605719,1091531231,1160,594,2,4,26.537141,2.027207,1421986298,1421958737,198.490091,215.005379,0.958637,0.401196,0.136817,0,6,3,0,0,1,17,3,5,3,1,8,DoS,1
46.102.7.175,29171,21.168.125.242,22,udp,FIN,32.045401,39334,35040,254,252,25,16,ftp-data,1227.446,1093.4486,142,73,0,0,0,0,277,480,1,673,14.615831,12.854624,1421948629,1421983309,102.046664,81.95365,0.0,0.0,0.0,0,0,2,0,0,10,18,5,1,1,1,14,Fuzzers,1
87.62.238.130,9025,124.142.42.91,8080,tcp,CON,57.215132,10081,72834,62,254,11,45,ssh,176.1946,1272.9849,17,199,0,255,3115205266,3292023422,593,366,0,166,7.290647,8.016991,1421997512,1421952864,239.345178,462.356946,0.63157,0.014895,0.426753,0,6,3,0,0,4,17,4,2,1,1,10,,0
100.164.188.50,60004,11.18.231.48,53,arp,URN,46.407803,33984,82592,255,254,90,4,smtp,732.2906,1779.7007,192,178,0,0,0,0,177,464,5,346,20.776684,41.875956,1421968723,1421988163,42.612631,421.511192,0.0,0.0,0.0,0,4,0,0,0,19,5,4,4,3,3,12,Worms,1
76.19.54.14,62565,77.70.132.208,22,icmp,INT,7.185183,6201,81989,127,253,4,87,ssh,863.026,11410.8437,9,163,0,0,0,0,689,503,0,998,26.548116,3.755583,1421967834,1421966712,203.43544,13.073891,0.0,0.0,0.0,0,2,2,0,0,6,3,2,5,3,3,14,Analysis,1
148.108.40.59,4240,71.159.40.207,25,icmp,PAR,6.802451,49164,127596,62,31,38,141,ftp-data,7227.3949,18757.3567,68,196,0,0,0,0,723,651,0,916,20.182489,46.539368,1421968294,1421982486,46.483739,166.633275,0.0,0.0,0.0,0,5,0,0,0,5,3,1,5,1,1,15,,0
152.126.41.85,12058,48.53.8.120,80,tcp,INT,28.153387,106857,22454,127,31,21,94,snmp,3795.5291,797.5595,93,103,0,255,805520899,2351768489,1149,218,0,440,10.550376,33.344114,1421952641,1421996591,146.353153,68.105256,0.973721,0.205772,0.289166,0,2,1,0,0,20,4,4,3,3,3,8,Generic,1
209.61.127.33,47624,11.118.127.190,53,tcp,CON,24.332698,27342,270265,63,31,43,101,http,1123.6732,11107.0708,49,191,0,255,4120590842,2467779677,558,1415,5,215,35.861825,41.498535,1421929217,1421981593,53.476827,103.166723,0.144384,0.362157,0.392799,0,6,2,0,0,11,14,4,5,3,2,8,,0
126.250.140.111,4230,65.1.221.118,80,udp,FIN,51.465374,31806,37596,64,62,3,47,pop3,618.0078,730.5106,38,52,0,0,0,0,837,723,4,296,10.191994,5.520824,1421965059,1421945855,141.723086,88.530039,0.0,0.0,0.0,0,6,0,0,0,16,17,1,5,2,2,5,Worms,1
123.112.224.231,9772,5.120.248.98,80,udp,PAR,26.960584,179832,55930,127,31,130,18,dns,6670.1819,2074.51,177,70,0,0,0,0,1016,799,2,738,18.541704,12.740559,1421940368,1421963040,431.001204,258.240263,0.0,0.0,0.0,0,2,3,0,0,1,3,5,1,1,2,5,Worms,1
136.1.76.245,2306,84.214.174.0,22,udp,REQ,45.464215,222912,166992,63,254,47,27,ftp-data,4903.021,3673.0426,172,142,0,0,0,0,1296,1176,5,782,21.242434,34.801347,1421963057,1422004247,99.733355,200.976836,0.0,0.0,0.0,0,6,2,0,0,4,13,4,5,1,1,6,Analysis,1
111.8.39.26,38062,36.118.210.221,53,icmp,REQ,21.412839,220350,41602,255,62,119,26,snmp,10290.5551,1942.8531,195,61,0,0,0,0,1130,682,5,74,5.130758,49.48873,1421999315,1421985253,359.215484,110.366079,0.0,0.0,0.0,0,1,1,0,0,12,4,1,3,1,3,7,,0
24.128.123.11,32219,177.141.85.168,8080,icmp,FIN,38.581154,26796,36941,64,30,107,31,ftp,694.536,957.4882,116,53,0,0,0,0,231,697,3,908,16.537206,4.435509,1422003813,1421957472,462.405531,138.834979,0.0,0.0,0.0,0,3,2,0,0,12,15,5,2,1,3,2,,0
51.107.101.33,20357,118.31.230.57,21,tcp,INT,40.037916,18050,21076,31,31,2,7,ftp,450.8227,526.401,50,44,255,255,1854663638,2954581592,361,479,1,485,18.904307,8.568758,1421932018,1421997279,87.547871,421.453856,0.420357,0.042414,0.078767,0,0,1,0,0,14,4,4,2,3,1,5,Worms,1
109.88.227.71,21715,67.109.10.50,22,icmp,RST,53.183292,46371,205504,64,254,24,137,pop3,871.9092,3864.0707,41,152,0,0,0,0,1131,1352,0,895,29.070126,39.83009,1421944031,1421934464,114.868912,350.134788,0.0,0.0,0.0,0,6,0,0,0,18,16,4,5,3,3,14,Backdoors,1
62.42.173.134,36253,24.132.133.85,21,tcp,INT,31.077266,41124,29028,31,30,45,2,ssh,1323.2824,934.059,138,59,255,0,3393144996,1899868676,298,492,3,738,31.692724,4.007844,1421969598,1421987824,82.317318,138.155635,0.847226,0.01498,0.38274,0,6,0,0,0,1,1,1,3,1,3,13,,0
202.13.76.253,24180,81.194.58.203,21,tcp,RST,4.957956,11809,110577,128,29,48,37,ftp-data,2381.8283,22302.941,49,123,0,0,2319339701,1233445035,241,899,4,932,38.399355,7.528862,1421965290,1421993135,310.827482,21.229916,0.379445,0.020192,0.217345,0,0,0,0,0,20,2,1,3,1,2,6,Worms,1
97.62.120.105,10806,205.137.116.253,443,icmp,ACC,5.321313,112158,143220,63,253,169,12,smtp,21077.1289,26914.41,186,132,0,0,0,0,603,1085,2,841,8.511783,28.841259,1421932902,1421999836,357.144054,312.508454,0.0,0.0,0.0,0,0,3,0,0,7,8,4,5,3,3,8,Worms,1
17.31.137.205,4103,32.200.129.213,21,icmp,CON,47.191393,6590,256691,63,31,4,135,-,139.6441,5439.3605,5,197,0,0,0,0,1318,1303,2,640,36.66425,48.107602,1422011795,1421950672,273.738835,236.820886,0.0,0.0,0.0,0,1,1,0,0,13,7,5,1,2,2,4,Fuzzers,1
105.152.81.5,16930,108.66.188.184,25,tcp,PAR,8.490057,147084,95432,63,63,55,54,dns,17324.2653,11240.4428,103,158,255,255,352910060,3751414261,1428,604,3,298,47.272642,31.581616,1421947949,1421973902,473.070859,186.832479,0.290612,0.436733,0.093295,0,6,1,0,0,12,11,5,2,2,1,14,,0
132.11.115.187,8165,95.123.91.212,443,tcp,ACC,40.119862,81070,80832,127,63,92,17,pop3,2020.6949,2014.7627,121,96,0,255,161237289,3663458433,670,842,1,209,45.824295,10.446859,1421973952,1421952885,414.262788,128.858546,0.315074,0.354439,0.19736,0,1,1,0,0,4,3,1,5,2,3,8,Backdoors,1
127.110.68.103,43231,83.115.20.225,22,tcp,FIN,32.662675,83148,60750,62,62,19,5,ssl,2545.658,1859.9211,156,50,255,255,4258124892,409343870,533,1215,4,878,20.359875,27.627491,1421996157,1421928512,5.335971,92.414406,0.820349,0.498632,0.014699,0,0,2,0,0,14,4,5,2,3,3,15,Backdoors,1
187.145.61.245,48523,107.1.109.100,443,udp,URN,41.303802,115584,172680,255,63,44,17,-,2798.3865,4180.7289,86,120,0,0,0,0,1344,1439,0,318,30.18457,40.425681,1421996352,1422011206,385.933707,143.418085,0.0,0.0,0.0,0,4,2,0,0,8,8,4,5,2,2,14,,0
19.122.231.70,22991,87.214.39.23,443,udp,FIN,45.391271,40845,15778,64,31,89,47,ftp-data,899.8426,347.5999,105,49,0,0,0,0,389,322,1,532,26.805252,47.033386,1421933030,1421975495,315.238979,389.009222,0.0,0.0,0.0,0,2,1,0,0,16,13,4,4,3,1,9,,0
134.104.184.99,27096,156.45.13.98,80,tcp,ECO,6.990759,2508,9374,64,29,4,41,ftp,358.7593,1340.9131,33,109,0,0,3296793876,1462579828,76,86,0,837,21.489672,27.51457,1421984592,1422002392,54.386841,313.189145,0.48527,0.381526,0.322075,0,1,1,0,0,17,9,3,1,1,1,5,Backdoors,1
123.69.208.11,14915,60.191.63.13,53,tcp,ACC,47.628682,50255,139499,127,62,57,176,-,1055.1415,2928.8864,115,199,0,255,1242747092,2465687015,437,701,0,731,49.768176,49.594705,1422003815,1421949119,201.427533,298.925183,0.572787,0.471295,0.210369,0,4,3,0,0,10,18,5,5,3,3,11,Shellcode,1
164.127.75.84,38074,27.150.10.197,21,arp,RST,5.379281,45158,82200,128,253,49,22,ftp,8394.8022,15280.8526,134,75,0,0,0,0,337,1096,0,189,41.959319,40.353871,1421956646,1421966005,390.264057,388.13439,0.0,0.0,0.0,0,3,3,0,0,19,18,1,4,3,3,1,Worms,1
45.110.158.143,62826,186.116.112.83,25,arp,URN,9.300049,160064,25650,31,254,92,20,ftp,17211.0921,2758.05,164,30,0,0,0,0,976,855,4,141,32.862959,28.057665,1421929707,1421964730,414.006803,448.625398,0.0,0.0,0.0,0,3,0,0,0,5,19,5,4,2,1,9,Shellcode,1
170.136.47.200,37109,98.193.176.104,25,udp,CON,24.373856,226380,126035,63,253,55,1,snmp,9287.8205,5170.9094,196,91,0,0,0,0,1155,1385,3,828,21.29769,33.600581,1421946513,1421952355,403.616233,156.847341,0.0,0.0,0.0,0,2,0,0,0,9,7,3,4,3,1,4,Analysis,1
193.114.0.1,44783,219.222.200.232,22,icmp,CON,50.985812,8610,9600,63,254,7,29,ssh,168.8705,188.2877,70,160,0,0,0,0,123,60,4,206,3.752837,33.415752,1422007615,1421971302,411.780272,411.662392,0.0,0.0,0.0,0,0,0,0,0,3,13,5,1,3,3,5,Fuzzers,1
199.90.100.223,39196,114.210.73.12,25,icmp,ACC,37.791721,13262,20868,255,253,7,163,ftp-data,350.9234,552.1844,19,188,0,0,0,0,698,111,2,17,44.785924,22.032477,1422005904,1421964310,195.368983,29.090999,0.0,0.0,0.0,0,3,1,0,0,13,14,2,5,1,2,1,,0
42.34.134.5,27060,135.134.34.248,80,tcp,REQ,44.751781,166320,179635,254,29,25,116,ftp,3716.5001,4014.0302,126,185,0,0,1349479360,735506683,1320,971,2,937,48.050711,5.435664,1421998807,1421937788,232.127518,102.458521,0.996111,0.453819,0.339016,0,0,1,0,0,1,13,1,2,2,1,14,Shellcode,1
49.111.229.19,59442,171.151.157.67,21,icmp,FIN,7.941376,154178,98134,254,30,43,82,-,19414.5196,12357.3043,127,139,0,0,0,0,1214,706,1,884,19.779427,25.513431,1421939802,1421983926,137.695891,497.464426,0.0,0.0,0.0,0,1,3,0,0,7,9,1,4,2,3,2,Shellcode,1
4.82.47.224,33239,211.93.52.160,80,arp,RST,44.454988,139648,59160,63,30,107,43,ssl,3141.3348,1330.7843,128,170,0,0,0,0,1091,348,4,348,36.727399,24.565292,1422006908,1421984814,116.932257,213.010251,0.0,0.0,0.0,0,6,1,0,0,18,8,1,5,1,3,11,,0
104.60.232.122,46906,16.206.254.60,22,arp,PAR,1.749417,56640,6716,255,253,49,37,-,32376.5003,3838.9932,59,146,0,0,0,0,960,46,2,782,0.112573,27.031032,1421938470,1422013778,420.34033,90.224487,0.0,0.0,0.0,0,5,2,0,0,11,6,1,4,3,3,6,Reconnaissance,1
188.37.89.18,65360,147.71.167.145,22,icmp,ECO,32.344472,166290,14092,254,31,96,19,-,5141.2186,435.685,115,26,0,0,0,0,1446,542,4,604,26.712975,34.0931,1421958244,1421983769,311.7185,270.92882,0.0,0.0,0.0,0,6,0,0,0,6,5,1,3,1,3,12,,0
166.66.152.225,40712,87.33.43.72,443,udp,ECO,39.738815,175835,155760,127,63,139,64,pop3,4424.7671,3919.5935,139,110,0,0,0,0,1265,1416,0,711,32.741644,4.583286,1421950881,1421958252,447.598027,200.826665,0.0,0.0,0.0,0,3,3,0,0,7,18,2,1,3,2,5,Backdoors,1
157.252.196.138,10848,220.223.254.183,8080,tcp,INT,57.811418,22525,250056,255,254,4,81,snmp,389.6289,4325.3739,17,184,0,255,2252224016,1019975831,1325,1359,0,712,13.466361,1.494888,1421974646,1421978552,190.469596,309.76958,0.685612,0.284597,0.015317,0,0,1,0,0,9,18,2,3,2,2,5,DoS,1
164.126.68.174,35935,190.137.200.212,8080,arp,REQ,27.641149,33027,36100,127,31,24,34,ssl,1194.849,1306.0239,101,50,0,0,0,0,327,722,0,348,20.245053,13.03642,1421970389,1421951872,266.520127,168.94397,0.0,0.0,0.0,0,3,1,0,0,11,13,2,5,1,2,10,,0
221.54.200.94,24997,7.250.134.244,22,udp,PAR,20.599503,225420,151400,62,62,83,4,ssl,10942.9825,7349.6919,156,200,0,0,0,0,1445,757,2,774,24.388419,34.005153,1421961716,1421956801,3.801164,153.309668,0.0,0.0,0.0,0,4,0,0,0,17,19,1,1,2,3,8,,0
23.186.107.100,21181,23.166.150.116,53,tcp,ACC,11.948869,222811,41055,127,29,83,25,dns,18647.0368,3435.89,181,85,0,0,3805765751,3511302480,1231,483,3,745,42.293771,26.226239,1421958628,1421983283,223.66343,158.660118,0.016057,0.310385,0.476365,0,1,0,0,0,10,3,1,3,1,2,7,,0
2.139.184.33,16425,217.178.205.41,80,tcp,ACC,41.764732,160515,14883,63,254,109,53,-,3843.3145,356.3533,135,121,255,255,1899240940,719792989,1189,123,3,723,16.894526,16.864267,1421964063,1421998369,316.0862,366.443901,0.421965,0.181855,0.433397,0,6,2,0,0,6,17,2,3,3,1,2,Fuzzers,1
206.157.190.163,16069,151.118.37.245,80,arp,INT,59.123165,364,2720,31,31,1,20,smtp,6.1566,46.0057,7,34,0,0,0,0,52,80,0,213,0.278485,16.996489,1421931842,1421995805,102.045635,316.502569,0.0,0.0,0.0,0,4,1,0,0,4,10,3,3,3,3,10,Analysis,1
115.225.149.164,28108,39.3.66.93,8080,arp,PAR,35.18601,61640,127875,64,253,180,21,smtp,1751.8326,3634.2569,184,125,0,0,0,0,335,1023,2,214,47.485158,3.479661,1421956045,1421950072,353.782898,403.864577,0.0,0.0,0.0,0,0,1,0,0,7,3,2,2,3,1,15,DoS,1
134.125.212.67,33106,41.104.237.88,53,tcp,PAR,37.614718,25600,17756,31,30,42,15,ssh,680.5847,472.0493,160,23,0,255,1503615233,1993987661,160,772,2,764,48.664801,28.102065,1421962230,1421990831,67.833321,77.377468,0.571219,0.016347,0.071223,0,0,3,0,0,13,18,2,1,2,1,9,Worms,1
51.226.111.237,38018,168.95.14.83,80,arp,INT,57.621035,66234,15480,255,62,39,73,ssl,1149.4761,268.6519,166,120,0,0,0,0,399,129,4,219,37.049729,44.077936,1421940627,1421983394,399.701481,328.623551,0.0,0.0,0.0,0,4,0,0,0,10,8,5,5,1,1,15,,0
143.157.136.106,9029,126.237.252.56,80,icmp,CLO,39.19918,219960,68572,64,252,74,15,-,5611.3419,1749.3223,180,62,0,0,0,0,1222,1106,4,340,13.051896,12.694812,1421992703,1422007526,357.745445,58.239453,0.0,0.0,0.0,0,3,3,0,0,1,6,5,2,2,1,3,,0
126.167.70.148,63364,143.124.66.38,53,icmp,CON,14.789361,171207,121261,62,62,34,101,smtp,11576.3622,8199.2048,153,119,0,0,0,0,1119,1019,3,746,39.529287,43.148908,1421999238,1421952113,86.633165,441.68574,0.0,0.0,0.0,0,2,3,0,0,20,15,5,5,3,3,8,,0
61.201.31.204,55933,193.20.103.4,443,udp,RST,41.599177,148370,245880,128,31,60,99,dns,3566.6571,5910.6939,185,180,0,0,0,0,802,1366,4,875,39.712434,16.036707,1421987735,1421936118,173.443734,435.912613,0.0,0.0,0.0,0,1,0,0,0,1,5,5,2,3,3,12,Reconnaissance,1
157.100.2.147,28259,121.42.107.175,21,tcp,ECO,5.548504,30957,163236,64,29,5,77,dns,5579.3417,29419.822,51,122,0,255,651921884,890113178,607,1338,0,887,34.339298,35.0201,1421987752,1421981168,233.276407,330.091406,0.053503,0.302919,0.373011,0,0,0,0,0,4,13,4,1,1,1,1,Reconnaissance,1
51.109.18.75,38502,50.220.194.86,80,tcp,PAR,26.78946,259470,94221,255,62,3,84,http,9685.5256,3517.0922,186,87,255,255,445085616,1211374001,1395,1083,0,92,14.222522,39.49185,1421979159,1422009379,262.40819,460.964495,0.859844,0.288215,0.16332,0,1,1,0,0,20,10,4,2,1,3,4,,0
184.176.65.199,46542,150.254.8.198,53,icmp,REQ,59.674025,73710,24840,31,62,58,30,http,1235.2108,416.2615,90,184,0,0,0,0,819,135,2,195,21.193106,17.950804,1421970227,1421998145,183.345304,153.472579,0.0,0.0,0.0,0,1,1,0,0,1,9,1,2,1,1,8,Backdoors,1
16.85.31.113,48133,185.43.220.109,8080,arp,URN,7.386771,161318,19352,255,63,5,26,ftp,21838.771,2619.8186,158,41,0,0,0,0,1021,472,1,129,43.000545,26.55236,1421941443,1421972291,159.717583,476.45723,0.0,0.0,0.0,0,1,0,0,0,8,10,1,2,1,1,1,,0
109.157.33.94,30044,152.178.190.72,22,icmp,INT,54.478831,124280,166370,255,252,31,64,pop3,2281.2531,3053.8467,104,127,0,0,0,0,1195,1310,0,140,41.83851,12.554978,1421984323,1421927772,55.280116,277.470701,0.0,0.0,0.0,0,6,0,0,0,17,4,1,2,1,3,13,Fuzzers,1
133.21.6.132,7409,208.187.229.27,80,udp,URN,6.022631,23072,70070,63,253,3,13,smtp,3830.8839,11634.4501,103,70,0,0,0,0,224,1001,5,62,23.172767,9.774288,1421932978,1421980968,226.481565,123.251502,0.0,0.0,0.0,0,3,1,0,0,11,3,1,3,2,3,5,DoS,1
5.222.93.89,35868,221.181.228.109,25,icmp,CLO,11.969672,28119,63404,64,29,76,16,pop3,2349.1872,5297.0541,103,44,0,0,0,0,273,1441,0,209,6.024819,0.273334,1421953492,1421953676,303.481346,78.292235,0.0,0.0,0.0,0,6,3,0,0,9,14,4,4,1,1,6,Generic,1
69.206.212.108,7588,80.169.12.193,53,tcp,CON,31.476955,36432,6802,31,29,3,114,ssl,1157.4182,216.0946,36,179,255,255,1083691671,2813646793,1012,38,4,241,27.193899,47.07383,1421936319,1422001197,378.643616,428.960158,0.631075,0.134778,0.001513,0,1,0,0,0,11,6,1,3,3,3,9,Fuzzers,1
166.33.101.118,39711,113.61.212.97,21,icmp,PAR,38.795044,130592,157607,255,62,74,26,ssh,3366.2032,4062.555,154,127,0,0,0,0,848,1241,3,978,4.978838,10.814179,1421964986,1421933850,242.510697,285.50895,0.0,0.0,0.0,0,1,1,0,0,6,11,4,2,1,3,12,,0
43.220.71.6,15071,120.26.235.209,21,icmp,INT,34.971836,28590,4680,62,63,3,22,ssh,817.515,133.822,30,156,0,0,0,0,953,30,0,861,7.917924,33.267899,1421931009,1422010097,401.624753,313.885034,0.0,0.0,0.0,0,0,0,0,0,8,12,5,5,3,3,9,Shellcode,1
209.36.204.228,18065,78.70.82.194,53,arp,ECO,54.049948,27550,945,127,29,28,11,snmp,509.7137,17.4838,29,21,0,0,0,0,950,45,4,755,46.355115,28.554381,1421985132,1421993847,186.899641,466.253486,0.0,0.0,0.0,0,4,1,0,0,2,1,3,5,1,2,8,Analysis,1
153.206.46.195,43488,172.43.80.130,22,arp,URN,39.995042,38446,55344,62,63,17,10,ssl,961.2691,1383.7715,47,48,0,0,0,0,818,1153,5,433,27.984446,25.234335,1421988147,1421978807,289.297998,499.524071,0.0,0.0,0.0,0,6,3,0,0,2,9,1,5,2,1,12,Reconnaissance,1
12.253.127.45,32973,73.114.170.185,22,icmp,ACC,54.283291,20861,34040,128,253,3,117,ssl,384.2987,627.0806,23,148,0,0,0,0,907,230,5,686,32.058845,9.086263,1422011299,1421933334,442.383735,463.113548,0.0,0.0,0.0,0,5,2,0,0,20,13,4,5,1,3,5,,0
3.78.173.26,26316,37.81.182.148,8080,arp,REQ,1.537262,78764,40300,62,254,105,104,ftp-data,51236.5491,26215.4402,116,130,0,0,0,0,679,310,4,559,6.252885,25.126642,1422002632,1421956512,132.959111,200.065272,0.0,0.0,0.0,0,5,1,0,0,20,2,4,2,2,2,8,Fuzzers,1
77.37.109.212,8426,151.127.183.169,8080,arp,URN,36.116548,1530,137808,62,30,5,105,ftp,42.3629,3815.6471,18,108,0,0,0,0,85,1276,5,417,5.398023,10.66719,1421980843,1421927469,170.864508,490.506311,0.0,0.0,0.0,0,0,2,0,0,11,18,5,1,2,2,13,,0
32.49.219.81,43641,9.98.148.70,53,tcp,URN,54.600585,61194,71994,63,63,53,51,dns,1120.7572,1318.5573,93,71,255,255,2215289244,3007312949,658,1014,4,551,28.661729,27.331058,1421932896,1421999071,270.52091,453.776556,0.002852,0.200352,0.416664,0,1,0,0,0,9,3,4,3,2,3,14,Backdoors,1
140.216.127.178,64938,149.202.225.79,21,udp,CLO,50.384078,135520,60301,254,63,145,19,dns,2689.7386,1196.8265,160,47,0,0,0,0,847,1283,2,348,29.41761,48.944809,1421933875,1421941916,62.05841,67.383843,0.0,0.0,0.0,0,4,1,0,0,2,16,3,2,3,2,15,,0
214.202.106.107,21627,64.210.64.25,21,tcp,URN,21.075663,3800,104665,31,62,8,41,smtp,180.3028,4966.1546,19,121,0,255,2085241563,211105058,200,865,4,671,32.566368,15.056638,1421945224,1421966566,265.176427,290.181947,0.178928,0.146659,0.188168,0,3,2,0,0,18,20,4,4,2,2,1,Backdoors,1
194.226.174.137,59512,8.230.157.196,443,arp,REQ,15.727848,2736,68493,128,254,1,64,ssl,173.959,4354.8869,4,79,0,0,0,0,684,867,0,435,6.542792,42.851866,1421975848,1421961242,399.464981,437.942823,0.0,0.0,0.0,0,6,1,0,0,6,14,3,3,1,1,7,Reconnaissance,1
220.95.60.44,10995,76.92.231.109,22,icmp,ECO,36.219028,13261,1044,254,31,39,25,http,366.1335,28.8246,89,58,0,0,0,0,149,18,2,627,3.366614,1.387445,1421937777,1421950597,140.465303,491.746966,0.0,0.0,0.0,0,0,2,0,0,17,9,5,5,3,2,1,Worms,1
51.40.88.147,40052,92.227.6.238,8080,tcp,RST,6.500871,128501,130020,255,31,114,34,ssh,19766.7359,20000.3969,151,132,255,0,1825310322,707054263,851,985,1,541,12.561426,36.770788,1421990161,1421972260,113.987973,172.859615,0.588742,0.192935,0.376279,0,0,3,0,0,18,12,2,3,2,3,3,,0
93.137.24.8,45314,110.130.156.167,443,udp,RST,7.404354,73788,182487,128,63,119,86,http,9965.4879,24645.9043,143,177,0,0,0,0,516,1031,1,865,44.002724,5.570183,1421952782,1421947620,467.327381,492.362743,0.0,0.0,0.0,0,2,3,0,0,20,3,4,4,2,1,4,Exploits,1
50.194.86.209,5793,122.181.6.167,21,icmp,FIN,38.703894,66120,190380,63,29,17,155,ssh,1708.3552,4918.8849,174,190,0,0,0,0,380,1002,1,846,2.085127,16.447566,1422010689,1421952889,16.60007,304.440394,0.0,0.0,0.0,0,6,1,0,0,11,18,5,2,2,3,15,Worms,1
184.202.225.121,34129,74.34.217.88,80,icmp,RST,50.866228,8927,4299,62,30,32,2,smtp,175.4995,84.5158,79,3,0,0,0,0,113,1433,2,268,21.374874,41.292592,1421954973,1421997548,439.504092,344.217014,0.0,0.0,0.0,0,3,1,0,0,15,18,1,1,3,3,11,,0
138.197.217.252,39449,136.79.31.78,443,icmp,ECO,14.455414,52173,34069,255,63,148,8,pop3,3609.236,2356.8332,153,31,0,0,0,0,341,1099,0,280,41.987284,34.051187,1421960679,1421976807,116.275597,405.111913,0.0,0.0,0.0,0,6,3,0,0,9,6,3,2,1,3,11,Analysis,1
166.255.15.100,61313,210.80.107.251,80,arp,PAR,9.764042,73383,12660,63,30,55,32,-,7515.6375,1296.5942,61,60,0,0,0,0,1203,211,5,591,27.852292,10.604556,1421946511,1421943290,22.39105,58.486488,0.0,0.0,0.0,0,1,1,0,0,6,1,1,1,3,3,7,,0
32.5.42.209,20388,49.190.196.203,53,arp,RST,22.764145,12960,9051,255,253,0,3,snmp,569.3164,397.5989,12,7,0,0,0,0,1080,1293,2,950,15.966235,12.198431,1421938561,1422004698,255.167375,23.68234,0.0,0.0,0.0,0,3,2,0,0,14,18,2,2,2,2,7,Generic,1
214.206.93.0,25276,210.142.168.243,25,icmp,URN,49.923452,1222,3248,31,254,12,7,dns,24.4775,65.0596,26,8,0,0,0,0,47,406,2,20,45.146969,2.30386,1421984148,1421978523,211.0409,46.013765,0.0,0.0,0.0,0,0,3,0,0,12,10,1,1,3,1,5,Fuzzers,1
11.7.188.197,37835,195.99.220.107,21,arp,REQ,32.499231,33722,123522,127,254,9,70,http,1037.6246,3800.7669,26,102,0,0,0,0,1297,1211,3,547,36.28078,28.230086,1421980531,1421948294,194.207138,229.556668,0.0,0.0,0.0,0,0,1,0,0,18,14,5,5,3,3,10,,0
8.189.219.46,24814,117.39.232.229,22,arp,FIN,31.748317,236600,167817,62,252,152,60,http,7452.3635,5285.855,175,169,0,0,0,0,1352,993,0,965,4.348774,21.580648,1421974404,1421986993,424.635064,315.52987,0.0,0.0,0.0,0,4,1,0,0,13,1,3,1,3,1,13,,0
31.235.249.116,20081,181.46.70.124,443,icmp,CLO,56.07146,18696,147800,128,252,19,47,dns,333.4317,2635.9221,19,200,0,0,0,0,984,739,0,554,33.648714,41.739284,1421999690,1421946374,140.165441,304.275836,0.0,0.0,0.0,0,4,3,0,0,5,14,3,2,1,1,10,Fuzzers,1
69.67.53.210,37301,89.150.190.124,8080,icmp,FIN,30.733606,2980,166520,127,252,10,55,snmp,96.9623,5418.1732,20,115,0,0,0,0,149,1448,1,2,42.246092,7.076797,1421975539,1421992549,415.252268,355.153309,0.0,0.0,0.0,0,0,0,0,0,3,13,2,3,2,2,1,Generic,1
185.143.2.14,6854,125.93.82.176,443,udp,ECO,12.676327,35070,25773,63,252,15,11,http,2766.5743,2033.1599,35,71,0,0,0,0,1002,363,3,74,19.474304,46.698019,1421976322,1421928232,240.735162,29.458727,0.0,0.0,0.0,0,2,0,0,0,3,4,5,3,1,3,3,Generic,1
192.22.185.58,63086,210.225.27.210,21,tcp,INT,58.863293,115765,8360,254,30,51,1,-,1966.6756,142.024,169,22,255,0,3477471765,2549700622,685,380,5,15,0.230175,24.193345,1422013088,1421938767,438.628281,287.001248,0.312258,0.355688,0.349563,0,1,1,0,0,19,17,4,4,3,3,10,Generic,1
215.45.72.250,32096,52.159.42.54,8080,arp,CON,20.676827,93483,62855,62,253,9,33,smtp,4521.1482,3039.8765,153,65,0,0,0,0,611,967,0,157,17.58975,28.074017,1422007469,1421980272,110.889519,91.587942,0.0,0.0,0.0,0,3,2,0,0,7,12,4,3,3,1,6,,0
115.99.112.253,48062,65.153.99.140,443,arp,INT,31.796381,120328,61479,31,253,40,29,ssh,3784.33,1933.5219,104,69,0,0,0,0,1157,891,5,992,42.490483,20.29461,1421945488,1421998218,23.716421,166.996248,0.0,0.0,0.0,0,3,3,0,0,9,2,4,3,2,3,6,,0
153.17.170.230,51202,84.54.21.126,25,tcp,RST,21.853325,47022,46240,63,29,93,1,ssl,2151.7092,2115.9252,102,40,0,0,429999517,4043298480,461,1156,0,615,49.314011,0.95483,1421970475,1421966071,352.079801,222.592606,0.389065,0.343369,0.088574,0,5,0,0,0,13,20,3,2,2,2,12,Reconnaissance,1
201.182.30.2,11372,221.213.25.20,443,udp,CON,59.892654,6952,63410,255,252,10,54,http,116.0743,1058.7275,22,170,0,0,0,0,316,373,2,989,39.897381,34.319269,1422004510,1421961444,220.077275,445.298387,0.0,0.0,0.0,0,2,0,0,0,15,10,1,4,1,2,12,,0
