Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
110,20937371,798,54,227430,8640,1424,1358,1391.0,22.0,1008,628,818.0,126.7,11275.0545,40.692788,24574.4,325.5,20937371,17743,20937371,24574.4,325.5,20937371,17743,20937371,24574.4,325.5,20937371,17743,1,0,0,0,15960,1080,38.11367,2.57912,628,1424,277.1,256.8,56184347.5,0,1,0,1,1,0,0,0,0.0,277.1,1391.0,818.0,15960,0,0,0,0,0,0,798,227430,54,8640,64,8192,797,20,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Sql Injection
443,102577553,524,143,447496,64922,1221,262,741.5,319.7,110,67,88.5,14.3,4995.4204,6.5023973,153789.4,245838.5,102577553,125388,102577553,153789.4,245838.5,102577553,125388,102577553,153789.4,245838.5,102577553,125388,0,0,0,0,10480,2860,5.10833,1.39407,67,1221,768.2,573.6,219434580.9,0,1,1,0,1,0,0,0,0.0,768.2,741.5,88.5,10480,0,0,0,0,0,0,524,447496,143,64922,512,8192,523,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
110,92504275,9,6,12780,2586,817,594,705.5,74.3,206,83,144.5,41.0,166.1112,0.1621547,6166951.7,4459968.2,92504275,2178527,92504275,6166951.7,4459968.2,92504275,2178527,92504275,6166951.7,4459968.2,92504275,2178527,1,0,0,0,180,120,0.09729,0.06486,83,817,1024.4,679.6,6927842.4,0,1,0,1,1,0,0,0,1.0,1024.4,705.5,144.5,180,0,0,0,0,0,0,9,12780,6,2586,128,329,8,20,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - XSS
445,66943779,435,107,390630,153545,802,373,587.5,143.0,820,286,553.0,178.0,8128.836,8.096346,123512.5,111341.3,66943779,74895,66943779,123512.5,111341.3,66943779,74895,66943779,123512.5,111341.3,66943779,74895,1,0,0,0,8700,2140,6.49799,1.59836,286,820,1004.0,437.4,103707190.5,0,0,0,1,0,0,0,0,0.0,1004.0,587.5,553.0,8700,0,0,0,0,0,0,435,390630,107,153545,255,128,434,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
22,410,2,3,118,1083,903,511,707.0,130.7,275,264,269.5,3.7,2929268.2927,12195.1219512,82.0,87.6,410,40,410,82.0,87.6,410,40,410,82.0,87.6,410,40,0,0,0,0,40,60,4878.04878,7317.07317,264,903,240.2,193.0,186245.0,1,1,0,0,1,0,0,0,2.0,240.2,707.0,269.5,40,0,0,0,0,0,0,2,118,3,1083,0,128,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57867,63960039,645,49,619845,33565,572,369,470.5,67.7,737,573,655.0,54.7,10215.91,10.850525,92161.4,102758.4,63960039,33779,63960039,92161.4,102758.4,63960039,33779,63960039,92161.4,102758.4,63960039,33779,0,0,0,0,12900,980,10.08442,0.7661,369,737,941.5,844.8,495279882.4,1,0,1,0,1,0,0,0,0.0,941.5,470.5,655.0,12900,0,0,0,0,0,0,645,619845,49,33565,8192,128,644,20,0.0,0.0,0,0,0.0,0.0,0,0,Infiltration
22,77295246,666,332,760572,118524,622,363,492.5,86.3,665,522,593.5,47.7,11373.2221,12.9115315,77450.1,75512.9,77295246,58580,77295246,77450.1,75512.9,77295246,58580,77295246,77450.1,75512.9,77295246,58580,1,0,0,0,13320,6640,8.61631,4.29522,363,665,880.9,643.3,413051737.8,0,1,0,1,0,0,0,0,0.0,880.9,492.5,593.5,13320,0,0,0,0,0,0,666,760572,332,118524,65535,329,665,20,0.0,0.0,0,0,0.0,0.0,0,0,Heartbleed
3389,84728083,628,292,545104,42632,202,41,121.5,53.7,703,233,468.0,156.7,6936.7319,10.8582653,92095.7,57740.7,84728083,85591,84728083,92095.7,57740.7,84728083,85591,84728083,92095.7,57740.7,84728083,85591,1,0,0,0,12560,5840,7.41195,3.44632,41,703,638.8,546.2,274432729.1,1,1,1,1,1,0,0,0,0.0,638.8,121.5,468.0,12560,0,0,0,0,0,0,628,545104,292,42632,8192,65535,627,20,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
445,55564672,172,94,14964,24064,520,257,388.5,87.7,1435,163,799.0,424.0,702.3887,4.7872144,208889.7,87972.4,55564672,104083,55564672,208889.7,87972.4,55564672,104083,55564672,208889.7,87972.4,55564672,104083,1,0,0,0,3440,1880,3.09549,1.69172,163,1435,146.7,34.2,311315.8,0,0,0,1,0,0,0,0,1.0,146.7,388.5,799.0,3440,0,0,0,0,0,0,172,14964,94,24064,512,29,171,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
3389,135,5,1,1060,1341,838,316,577.0,174.0,469,126,297.5,114.3,17785185.1852,44444.4444444,22.5,33.2,135,14,135,22.5,33.2,135,14,135,22.5,33.2,135,14,0,0,0,0,100,20,37037.03704,7407.40741,126,838,400.2,46.8,13160.2,0,0,0,0,0,0,0,0,0.0,400.2,577.0,297.5,100,0,0,0,0,0,0,5,1060,1,1341,128,8192,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,116889988,554,139,644302,126629,316,276,296.0,13.3,362,302,332.0,20.0,6595.3553,5.9286515,168672.4,201591.9,116889988,165425,116889988,168672.4,201591.9,116889988,165425,116889988,168672.4,201591.9,116889988,165425,1,0,0,0,11080,2780,4.7395,1.18915,276,362,1112.5,747.0,386703225.0,1,1,0,1,0,0,0,0,0.0,1112.5,296.0,332.0,11080,0,0,0,0,0,0,554,644302,139,126629,256,256,553,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
445,55325059,267,79,176487,1659,40,33,36.5,2.3,279,176,227.5,34.3,3219.9875,6.2539472,159899.0,91706.0,55325059,140272,55325059,159899.0,91706.0,55325059,140272,55325059,159899.0,91706.0,55325059,140272,1,0,0,0,5340,1580,4.82602,1.42792,33,279,514.9,505.3,88337657.8,0,1,1,1,0,0,0,0,0.0,514.9,36.5,227.5,5340,0,0,0,0,0,0,267,176487,79,1659,64,128,266,20,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Sql Injection
53,281,3,1,2649,1148,935,404,669.5,177.0,511,167,339.0,114.7,13512455.516,14234.8754448,70.2,100.4,281,49,281,70.2,100.4,281,49,281,70.2,100.4,281,49,0,0,0,0,60,20,10676.15658,3558.71886,167,935,949.2,375.2,563250.2,1,0,0,0,1,0,0,0,0.0,949.2,669.5,339.0,60,0,0,0,0,0,0,3,2649,1,1148,512,256,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,87034431,761,272,448990,229840,425,35,230.0,130.0,373,69,221.0,101.3,7799.5569,11.868866,84254.0,48799.1,87034431,83478,87034431,84254.0,48799.1,87034431,83478,87034431,84254.0,48799.1,87034431,83478,1,0,0,0,15220,5440,8.74367,3.1252,35,425,657.1,212.1,46492471.0,1,1,0,1,0,0,0,0,0.0,657.1,230.0,221.0,15220,0,0,0,0,0,0,761,448990,272,229840,31,0,760,20,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force
21,2970358,191,52,117847,28652,296,224,260.0,24.0,16,7,11.5,3.0,49320.3176,81.8083207,12223.7,2205.1,2970358,241,2970358,12223.7,2205.1,2970358,241,2970358,12223.7,2205.1,2970358,241,1,0,0,0,3820,1040,64.30201,17.50631,7,296,602.9,367.1,32739703.8,1,0,0,1,1,0,0,0,0.0,602.9,260.0,11.5,3820,0,0,0,0,0,0,191,117847,52,28652,128,8192,190,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye
21,170,1,1,154,545,843,73,458.0,256.7,1112,962,1037.0,50.0,4111764.7059,11764.7058824,85.0,30.9,170,32,170,85.0,30.9,170,32,170,85.0,30.9,170,32,0,0,0,0,20,20,5882.35294,5882.35294,73,1112,349.5,195.5,76440.5,1,0,0,0,1,0,0,0,1.0,349.5,458.0,1037.0,20,0,0,0,0,0,0,1,154,1,545,32,0,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
32561,61852178,753,394,174696,420398,1403,426,914.5,325.7,968,398,683.0,190.0,9621.2295,18.5442136,53925.2,73493.8,61852178,20454,61852178,53925.2,73493.8,61852178,20454,61852178,53925.2,73493.8,61852178,20454,0,0,0,0,15060,7880,12.17419,6.37003,398,1403,518.8,214.2,52632495.9,1,0,0,0,1,0,0,0,1.0,518.8,914.5,683.0,15060,0,0,0,0,0,0,753,174696,394,420398,64,128,752,20,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
21,119120862,54,341,26244,78771,523,444,483.5,26.3,664,15,339.5,216.3,881.5836,3.3159599,301571.8,100942.3,119120862,144755,119120862,301571.8,100942.3,119120862,144755,119120862,301571.8,100942.3,119120862,144755,0,0,0,0,1080,6820,0.45332,2.86264,15,664,265.9,133.0,6985027.2,0,1,0,0,0,0,0,0,6.0,265.9,483.5,339.5,1080,0,0,0,0,0,0,54,26244,341,78771,8192,31,53,20,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Sql Injection
21,103454623,92,127,33304,129921,227,175,201.0,17.3,1266,693,979.5,191.0,1577.7449,2.1168701,472395.5,879457.6,103454623,398228,103454623,472395.5,879457.6,103454623,398228,103454623,472395.5,879457.6,103454623,398228,0,0,0,0,1840,2540,0.88928,1.22759,175,1266,745.3,441.2,42624861.6,0,0,0,0,0,0,0,0,1.0,745.3,201.0,979.5,1840,0,0,0,0,0,0,92,33304,127,129921,32,329,91,20,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Sql Injection
21,105838977,661,387,496411,347526,435,10,222.5,141.7,1411,773,1092.0,212.7,7973.7827,9.9018342,100991.4,72343.7,105838977,17659,105838977,100991.4,72343.7,105838977,17659,105838977,100991.4,72343.7,105838977,17659,1,0,0,0,13220,7740,6.24534,3.6565,10,1411,805.3,142.1,21151472.5,1,0,1,1,1,0,0,0,1.0,805.3,222.5,1092.0,13220,0,0,0,0,0,0,661,496411,387,347526,32,31,660,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye
51874,46662764,332,374,331668,210562,1266,1135,1200.5,43.7,328,35,181.5,97.7,11620.1861,15.1298367,66094.6,70210.6,46662764,58901,46662764,66094.6,70210.6,46662764,58901,46662764,66094.6,70210.6,46662764,58901,1,0,0,0,6640,7480,7.11488,8.01496,35,1266,768.0,171.5,20774310.5,1,1,0,1,0,0,0,0,1.0,768.0,1200.5,181.5,6640,0,0,0,0,0,0,332,331668,374,210562,512,512,331,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye
443,118505178,20,317,15700,402590,529,328,428.5,67.0,129,99,114.0,10.0,3529.7192,2.8437576,351647.4,133534.2,118505178,260859,118505178,351647.4,133534.2,118505178,260859,118505178,351647.4,133534.2,118505178,260859,1,0,0,0,400,6340,0.16877,2.67499,99,529,1241.2,1148.0,444165792.6,0,1,0,1,1,0,0,0,16.0,1241.2,428.5,114.0,400,0,0,0,0,0,0,20,15700,317,402590,512,29,19,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
443,428,2,1,208,413,259,248,253.5,3.7,392,50,221.0,114.0,1450934.5794,7009.3457944,142.7,9.1,428,99,428,142.7,9.1,428,99,428,142.7,9.1,428,99,1,0,0,0,40,20,4672.8972,2336.4486,50,392,207.0,68.3,14008.3,1,1,0,1,0,0,0,0,0.0,207.0,253.5,221.0,40,0,0,0,0,0,0,2,208,1,413,0,128,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,119422549,82,239,110536,29636,779,571,675.0,69.3,851,841,846.0,3.3,1173.7482,2.6879346,372032.9,274611.4,119422549,371423,119422549,372032.9,274611.4,119422549,371423,119422549,372032.9,274611.4,119422549,371423,0,0,0,0,1640,4780,0.68664,2.0013,571,851,436.7,252.0,20388816.2,0,1,0,0,1,0,0,0,3.0,436.7,675.0,846.0,1640,0,0,0,0,0,0,82,110536,239,29636,512,29,81,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Slowhttptest
443,372,2,3,856,1185,1117,509,813.0,202.7,1167,366,766.5,267.0,5486559.1398,13440.8602151,74.4,83.1,372,71,372,74.4,83.1,372,71,372,74.4,83.1,372,71,1,0,0,0,40,60,5376.34409,8064.51613,366,1167,408.2,65.8,21648.2,1,0,0,1,1,0,0,0,2.0,408.2,813.0,766.5,40,0,0,0,0,0,0,2,856,3,1185,31,31,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
25,53896092,517,172,716562,55556,1133,907,1020.0,75.3,721,322,521.5,133.0,14326.048,12.7838582,78223.6,86058.7,53896092,42553,53896092,78223.6,86058.7,53896092,42553,53896092,78223.6,86058.7,53896092,42553,1,0,0,0,10340,3440,9.59253,3.19133,322,1133,1120.6,959.4,634149393.4,1,1,1,1,0,0,0,0,0.0,1120.6,1020.0,521.5,10340,0,0,0,0,0,0,517,716562,172,55556,32,512,516,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye
3389,99935615,261,184,252126,168544,853,0,426.5,284.3,70,36,53.0,11.3,4209.4102,4.452867,224574.4,267586.2,99935615,135688,99935615,224574.4,267586.2,99935615,135688,99935615,224574.4,267586.2,99935615,135688,1,0,0,0,5220,3680,2.61168,1.84119,0,853,945.3,187.8,15698765.7,0,1,0,1,0,0,0,0,1.0,945.3,426.5,53.0,5220,0,0,0,0,0,0,261,252126,184,168544,0,256,260,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye
110,68621698,570,292,689700,92272,233,9,121.0,74.7,942,364,653.0,192.7,11395.4044,12.5616245,79607.5,24854.6,68621698,34732,68621698,79607.5,24854.6,68621698,34732,68621698,79607.5,24854.6,68621698,34732,1,0,0,0,11400,5840,8.30641,4.25521,9,942,907.2,693.1,414060574.5,1,0,0,1,1,0,0,0,1.0,907.2,121.0,653.0,11400,0,0,0,0,0,0,570,689700,292,92272,255,128,569,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye
445,371,3,3,1182,2997,1452,1439,1445.5,4.3,1180,195,687.5,328.3,11264150.9434,16172.5067385,61.8,73.6,371,19,371,61.8,73.6,371,19,371,61.8,73.6,371,19,0,0,0,0,60,60,8086.25337,8086.25337,195,1452,696.5,302.5,549037.5,0,1,0,0,1,0,0,0,1.0,696.5,1445.5,687.5,60,0,0,0,0,0,0,3,1182,3,2997,255,29,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
445,100351731,669,308,42147,399784,1334,783,1058.5,183.7,110,39,74.5,23.7,4403.8204,9.7357563,102714.2,107723.2,100351731,41853,100351731,102714.2,107723.2,100351731,41853,100351731,102714.2,107723.2,100351731,41853,0,0,0,0,13380,6160,6.66655,3.0692,39,1334,452.3,366.1,130915275.1,0,1,0,0,0,0,0,0,0.0,452.3,1058.5,74.5,13380,0,0,0,0,0,0,669,42147,308,399784,256,65535,668,20,0.0,0.0,0,0,0.0,0.0,0,0,Bot
22,114,4,2,3388,606,310,172,241.0,46.0,169,121,145.0,16.0,35035087.7193,52631.5789474,19.0,21.7,114,1,114,19.0,21.7,114,1,114,19.0,21.7,114,1,1,0,0,0,80,40,35087.7193,17543.85965,121,310,665.7,463.7,1289920.7,1,1,0,1,1,0,0,0,0.0,665.7,241.0,145.0,80,0,0,0,0,0,0,4,3388,2,606,31,8192,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
445,26589677,500,202,687500,236340,441,287,364.0,51.3,1261,1073,1167.0,62.7,34744.3107,26.4012233,37877.0,18654.1,26589677,4695,26589677,37877.0,18654.1,26589677,4695,26589677,37877.0,18654.1,26589677,4695,0,0,0,0,10000,4040,18.80429,7.59693,287,1261,1316.0,642.7,289950634.8,1,1,0,0,0,0,0,0,0.0,1316.0,364.0,1167.0,10000,0,0,0,0,0,0,500,687500,202,236340,255,329,499,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye
3389,25567101,329,176,413224,236192,89,39,64.0,16.7,346,179,262.5,55.7,25400.4551,19.7519461,50627.9,62395.9,25567101,28980,25567101,50627.9,62395.9,25567101,28980,25567101,50627.9,62395.9,25567101,28980,0,0,0,0,6580,3520,12.8681,6.88385,39,346,1286.0,350.6,62060057.5,0,1,0,0,0,0,0,0,1.0,1286.0,64.0,262.5,6580,0,0,0,0,0,0,329,413224,176,236192,31,29,328,20,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Sql Injection
25,379,1,1,1311,302,629,14,321.5,205.0,703,113,408.0,196.7,4255936.6755,5277.0448549,189.5,115.6,379,120,379,189.5,115.6,379,120,379,189.5,115.6,379,120,0,0,0,0,20,20,2638.52243,2638.52243,14,703,806.5,504.5,509040.5,0,1,0,0,0,0,0,0,1.0,806.5,321.5,408.0,20,0,0,0,0,0,0,1,1311,1,302,64,65535,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
31495,83623281,748,72,1053184,2664,811,596,703.5,71.7,1358,1078,1218.0,93.3,12626.2446,9.8058817,101979.6,8868.6,83623281,22324,83623281,101979.6,8868.6,83623281,22324,83623281,101979.6,8868.6,83623281,22324,1,0,0,0,14960,1440,8.94488,0.861,596,1358,1287.6,1281.1,1345844232.2,0,1,0,1,0,0,0,0,0.0,1287.6,703.5,1218.0,14960,0,0,0,0,0,0,748,1053184,72,2664,0,29,747,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS Slowhttptest
25,88633741,278,339,386698,249843,260,9,134.5,83.7,599,395,497.0,68.0,7181.7007,6.9612316,143652.7,66416.0,88633741,99798,88633741,143652.7,66416.0,88633741,99798,88633741,143652.7,66416.0,88633741,99798,0,0,0,0,5560,6780,3.1365,3.82473,9,599,1031.7,221.8,30355415.0,0,1,1,0,0,0,0,0,1.0,1031.7,134.5,497.0,5560,0,0,0,0,0,0,278,386698,339,249843,256,65535,277,20,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
8080,21,2,2,1446,2006,845,762,803.5,27.7,321,9,165.0,104.0,164380952.381,190476.1904762,5.2,3.6,21,2,21,5.2,3.6,21,2,21,5.2,3.6,21,2,1,0,0,0,40,40,95238.09524,95238.09524,9,845,863.0,140.0,78400.0,1,1,0,1,0,0,0,0,1.0,863.0,803.5,165.0,40,0,0,0,0,0,0,2,1446,2,2006,255,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
8080,37606982,231,77,170709,61908,1385,281,833.0,368.0,179,97,138.0,27.3,6185.4738,8.1899686,122100.6,127159.9,37606982,88866,37606982,122100.6,127159.9,37606982,88866,37606982,122100.6,127159.9,37606982,88866,0,0,0,0,4620,1540,6.14248,2.04749,97,1385,755.2,353.2,38433953.2,0,1,0,0,1,0,0,0,0.0,755.2,833.0,138.0,4620,0,0,0,0,0,0,231,170709,77,61908,8192,329,230,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye
25,72777383,135,105,185760,29715,1229,1108,1168.5,40.3,1400,414,907.0,328.7,2960.7413,3.2977278,303239.1,523140.6,72777383,162004,72777383,303239.1,523140.6,72777383,162004,72777383,303239.1,523140.6,72777383,162004,0,0,0,0,2700,2100,1.85497,1.44276,414,1400,897.8,650.2,101458508.4,0,1,0,0,1,0,0,0,1.0,897.8,1168.5,907.0,2700,0,0,0,0,0,0,135,185760,105,29715,512,29,134,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS slowloris
110,42627227,150,372,15000,242544,887,421,654.0,155.3,621,453,537.0,56.0,6041.7723,12.2456945,81661.4,121775.1,42627227,35887,42627227,81661.4,121775.1,42627227,35887,42627227,81661.4,121775.1,42627227,35887,0,0,0,0,3000,7440,3.51888,8.72682,421,887,493.4,435.9,99188260.4,0,0,0,0,0,0,0,0,2.0,493.4,654.0,537.0,3000,0,0,0,0,0,0,150,15000,372,242544,8192,256,149,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
21,82189840,237,305,122055,143960,1447,53,750.0,464.7,735,81,408.0,218.0,3236.5923,6.5944891,151641.8,208702.0,82189840,124938,82189840,151641.8,208702.0,82189840,124938,82189840,151641.8,208702.0,82189840,124938,0,0,0,0,4740,6100,2.88357,3.71092,53,1447,490.8,40.4,885293.4,0,1,0,0,1,0,0,0,1.0,490.8,750.0,408.0,4740,0,0,0,0,0,0,237,122055,305,143960,31,31,236,20,0.0,0.0,0,0,0.0,0.0,0,0,Heartbleed
53,30369857,34,209,2380,115368,885,227,556.0,219.3,1374,415,894.5,319.7,3877.1338,8.0013548,124978.8,189412.0,30369857,8668,30369857,124978.8,189412.0,30369857,8668,30369857,124978.8,189412.0,30369857,8668,1,0,0,0,680,4180,1.11953,6.88182,227,1374,484.6,465.0,52536165.2,0,1,1,1,1,0,0,0,6.0,484.6,556.0,894.5,680,0,0,0,0,0,0,34,2380,209,115368,255,512,33,20,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
445,312,4,2,3388,2504,1211,1098,1154.5,37.7,1075,78,576.5,332.3,18884615.3846,19230.7692308,52.0,54.1,312,28,312,52.0,54.1,312,28,312,52.0,54.1,312,28,1,0,0,0,80,40,12820.51282,6410.25641,78,1211,982.0,147.3,130242.7,1,0,0,1,0,0,0,0,0.0,982.0,1154.5,576.5,80,0,0,0,0,0,0,4,3388,2,2504,512,0,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
110,39081433,451,203,299013,118755,984,170,577.0,271.3,865,301,583.0,188.0,10689.6797,16.7342891,59757.5,73278.7,39081433,3574,39081433,59757.5,73278.7,39081433,3574,39081433,59757.5,73278.7,39081433,3574,0,0,0,0,9020,4060,11.54001,5.19428,170,984,638.8,275.6,49683404.5,0,1,1,0,0,0,0,0,0.0,638.8,577.0,583.0,9020,0,0,0,0,0,0,451,299013,203,118755,512,31,450,20,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
21,55506991,332,230,30212,84180,969,604,786.5,121.7,1459,413,936.0,348.7,2060.8575,10.1248508,98766.9,174333.1,55506991,11820,55506991,98766.9,174333.1,55506991,11820,55506991,98766.9,174333.1,55506991,11820,0,0,0,0,6640,4600,5.98123,4.14362,413,1459,203.5,96.0,5182464.5,1,1,0,0,0,0,0,0,1.0,203.5,786.5,936.0,6640,0,0,0,0,0,0,332,30212,230,84180,65535,329,331,20,0.0,0.0,0,0,0.0,0.0,0,0,FTP-Patator
8080,269,4,1,3260,1127,819,44,431.5,258.3,349,171,260.0,59.3,16308550.1859,18587.3605948,53.8,60.8,269,42,269,53.8,60.8,269,42,269,53.8,60.8,269,42,0,0,0,0,80,20,14869.88848,3717.47212,44,819,877.4,426.6,909937.8,0,0,0,0,0,0,0,0,0.0,877.4,431.5,260.0,80,0,0,0,0,0,0,4,3260,1,1127,64,8192,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
445,84081079,186,60,57474,24900,47,39,43.0,2.7,518,12,265.0,168.7,979.6972,2.9257474,341793.0,313521.7,84081079,261432,84081079,341793.0,313521.7,84081079,261432,84081079,341793.0,313521.7,84081079,261432,0,0,0,0,3720,1200,2.21215,0.7136,12,518,334.9,132.4,4313274.3,0,1,0,0,1,0,0,0,0.0,334.9,43.0,265.0,3720,0,0,0,0,0,0,186,57474,60,24900,256,29,185,20,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - Brute Force
443,126,5,2,6545,2574,1181,425,803.0,252.0,100,23,61.5,25.7,72373015.873,55555.5555556,18.0,5.3,126,11,126,18.0,5.3,126,11,126,18.0,5.3,126,11,1,0,0,0,100,40,39682.53968,15873.01587,23,1181,1302.7,567.3,2252691.6,0,0,0,1,1,0,0,0,0.0,1302.7,803.0,61.5,100,0,0,0,0,0,0,5,6545,2,2574,0,29,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
445,23924095,166,344,103252,430344,1393,1218,1305.5,58.3,1172,1151,1161.5,7.0,22303.7068,21.3174208,46910.0,16645.5,23924095,29841,23924095,46910.0,16645.5,23924095,29841,23924095,46910.0,16645.5,23924095,29841,1,0,0,0,3320,6880,6.93861,14.37881,1151,1393,1046.3,641.4,209782698.9,1,0,0,1,1,0,0,0,2.0,1046.3,1305.5,1161.5,3320,0,0,0,0,0,0,166,103252,344,430344,29,512,165,20,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
110,8714203,300,241,94500,60009,602,337,469.5,88.3,1079,847,963.0,77.3,17730.7093,62.0825565,16107.6,16901.6,8714203,11400,8714203,16107.6,16901.6,8714203,11400,8714203,16107.6,16901.6,8714203,11400,0,0,0,0,6000,4820,34.42656,27.656,337,1079,285.6,63.8,2198944.7,0,0,0,0,1,0,0,0,1.0,285.6,469.5,963.0,6000,0,0,0,0,0,0,300,94500,241,60009,64,512,299,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS GoldenEye
443,34850981,539,294,709324,212856,305,288,296.5,5.7,1016,532,774.0,161.3,26460.6612,23.9017662,41837.9,61015.1,34850981,32619,34850981,41837.9,61015.1,34850981,32619,34850981,41837.9,61015.1,34850981,32619,1,0,0,0,10780,5880,15.46585,8.43592,288,1016,1107.1,596.0,295894928.0,1,0,0,1,0,0,0,0,1.0,1107.1,296.5,774.0,10780,0,0,0,0,0,0,539,709324,294,212856,0,8192,538,20,0.0,0.0,0,0,0.0,0.0,0,0,Web Attack - XSS
25,378,2,3,1774,279,723,358,540.5,121.7,1147,434,790.5,237.7,5431216.9312,13227.5132275,75.6,1.7,378,25,378,75.6,1.7,378,25,378,75.6,1.7,378,25,1,0,0,0,40,60,5291.00529,7936.50794,358,1147,410.6,299.0,447005.0,1,1,0,1,1,0,0,0,2.0,410.6,540.5,790.5,40,0,0,0,0,0,0,2,1774,3,279,128,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
11207,352,3,2,2553,2330,1301,59,680.0,414.0,359,99,229.0,86.7,13872159.0909,14204.5454545,70.4,46.5,352,43,352,70.4,46.5,352,43,352,70.4,46.5,352,43,0,0,0,0,60,40,8522.72727,5681.81818,59,1301,976.6,44.6,9945.8,1,1,0,0,1,0,0,0,1.0,976.6,680.0,229.0,60,0,0,0,0,0,0,3,2553,2,2330,256,65535,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
